CodMarca,CodModelo,CodAno,PrecoFipe,ChaveFipe
39,8964,2020-3,"R$ 192.952,00",39 8964 2020-3
41,8674,2022-3,"R$ 350.861,00",41 8674 2022-3
31,4977,2019-1,"R$ 94.848,00",31 4977 2019-1
59,3983,2013-1,"R$ 42.884,00",59 3983 2013-1
39,1689,2006-3,"R$ 57.206,00",39 1689 2006-3
23,8889,2023-1,"R$ 86.802,00",23 8889 2023-1
161,9299,2019-1,"R$ 151.362,00",161 9299 2019-1
22,9164,2022-1,"R$ 202.425,00",22 9164 2022-1
59,6941,2022-1,"R$ 106.333,00",59 6941 2022-1
56,3830,2010-3,"R$ 127.002,00",56 3830 2010-3
21,9724,2022-1,"R$ 113.872,00",21 9724 2022-1
21,7966,2018-1,"R$ 60.255,00",21 7966 2018-1
22,5345,2012-1,"R$ 32.440,00",22 5345 2012-1
28,8695,2022-1,"R$ 648.120,00",28 8695 2022-1
59,9558,2020-1,"R$ 85.264,00",59 9558 2020-1
59,4752,2016-1,"R$ 41.478,00",59 4752 2016-1
55,7775,2020-1,"R$ 111.500,00",55 7775 2020-1
41,8503,2020-1,"R$ 152.105,00",41 8503 2020-1
22,666,2009-1,"R$ 26.696,00",22 666 2009-1
21,5239,2012-1,"R$ 31.559,00",21 5239 2012-1
23,4189,2010-1,"R$ 24.835,00",23 4189 2010-1
26,5726,2020-1,"R$ 275.451,00",26 5726 2020-1
21,5577,2016-1,"R$ 43.434,00",21 5577 2016-1
23,7619,2023-1,"R$ 146.020,00",23 7619 2023-1
26,8897,2020-1,"R$ 88.534,00",26 8897 2020-1
25,7150,2019-1,"R$ 114.436,00",25 7150 2019-1
55,7773,2019-1,"R$ 117.560,00",55 7773 2019-1
21,8399,2020-1,"R$ 85.662,00",21 8399 2020-1
23,1228,2004-1,"R$ 26.415,00",23 1228 2004-1
25,6534,2014-1,"R$ 52.320,00",25 6534 2014-1
21,7952,2018-1,"R$ 42.137,00",21 7952 2018-1
25,1273,2019-1,"R$ 89.000,00",25 1273 2019-1
7,8630,2020-1,"R$ 308.750,00",7 8630 2020-1
58,4816,2015-1,"R$ 145.652,00",58 4816 2015-1
39,6237,2016-1,"R$ 97.084,00",39 6237 2016-1
56,5939,2014-1,"R$ 72.547,00",56 5939 2014-1
56,8299,2020-3,"R$ 345.762,00",56 8299 2020-3
59,8301,2018-1,"R$ 148.349,00",59 8301 2018-1
25,5373,2020-1,"R$ 79.323,00",25 5373 2020-1
48,9587,2019-1,"R$ 83.990,00",48 9587 2019-1
56,2272,2001-1,"R$ 49.001,00",56 2272 2001-1
21,7967,2018-1,"R$ 61.008,00",21 7967 2018-1
48,5509,2014-1,"R$ 45.522,00",48 5509 2014-1
59,5083,2013-1,"R$ 35.585,00",59 5083 2013-1
28,6889,2017-1,"R$ 397.528,00",28 6889 2017-1
26,6437,2018-1,"R$ 73.365,00",26 6437 2018-1
23,8891,2020-1,"R$ 71.757,00",23 8891 2020-1
43,9233,2021-1,"R$ 90.110,00",43 9233 2021-1
48,8024,2019-1,"R$ 47.269,00",48 8024 2019-1
161,8586,2020-1,"R$ 99.068,00",161 8586 2020-1
25,7696,2019-1,"R$ 141.786,00",25 7696 2019-1
23,7305,2019-3,"R$ 210.389,00",23 7305 2019-3
39,6929,2019-1,"R$ 186.901,00",39 6929 2019-1
22,8149,2019-1,"R$ 51.319,00",22 8149 2019-1
26,6327,2018-1,"R$ 74.797,00",26 6327 2018-1
21,5721,2016-1,"R$ 39.798,00",21 5721 2016-1
56,8365,2023-1,"R$ 111.814,00",56 8365 2023-1
185,9215,2021-3,"R$ 497.291,00",185 9215 2021-3
48,5648,2012-1,"R$ 22.596,00",48 5648 2012-1
43,5710,2012-1,"R$ 34.264,00",43 5710 2012-1
22,8445,2020-1,"R$ 57.805,00",22 8445 2020-1
56,8367,2019-1,"R$ 84.729,00",56 8367 2019-1
56,2241,2018-3,"R$ 168.847,00",56 2241 2018-3
7,8510,2019-1,"R$ 201.036,00",7 8510 2019-1
6,7255,2017-1,"R$ 121.296,00",6 7255 2017-1
21,7541,2017-1,"R$ 43.948,00",21 7541 2017-1
25,5373,2017-1,"R$ 64.464,00",25 5373 2017-1
55,2186,2021-1,"R$ 99.196,00",55 2186 2021-1
59,8531,2019-3,"R$ 176.530,00",59 8531 2019-3
39,6840,2016-1,"R$ 262.842,00",39 6840 2016-1
39,7957,2019-1,"R$ 198.895,00",39 7957 2019-1
6,6200,2013-1,"R$ 70.523,00",6 6200 2013-1
22,796,2015-1,"R$ 55.875,00",22 796 2015-1
39,7161,2019-1,"R$ 165.129,00",39 7161 2019-1
39,7977,2019-1,"R$ 267.040,00",39 7977 2019-1
26,6207,2019-1,"R$ 69.180,00",26 6207 2019-1
59,4797,2012-1,"R$ 42.050,00",59 4797 2012-1
48,7809,2019-1,"R$ 47.043,00",48 7809 2019-1
6,9686,2022-1,"R$ 261.150,00",6 9686 2022-1
43,7626,2019-1,"R$ 56.407,00",43 7626 2019-1
22,8443,2021-1,"R$ 65.776,00",22 8443 2021-1
25,6780,2019-1,"R$ 74.625,00",25 6780 2019-1
43,8020,2019-1,"R$ 88.479,00",43 8020 2019-1
22,796,2017-1,"R$ 67.233,00",22 796 2017-1
44,7554,2020-1,"R$ 70.322,00",44 7554 2020-1
25,7152,2018-1,"R$ 98.910,00",25 7152 2018-1
26,6356,2014-1,"R$ 62.156,00",26 6356 2014-1
25,7899,2019-1,"R$ 94.439,00",25 7899 2019-1
23,8691,2020-1,"R$ 90.356,00",23 8691 2020-1
59,8464,2020-1,"R$ 65.910,00",59 8464 2020-1
43,5644,2015-1,"R$ 38.781,00",43 5644 2015-1
6,54,2006-1,"R$ 26.726,00",6 54 2006-1
44,5428,2019-1,"R$ 153.336,00",44 5428 2019-1
39,8525,2019-1,"R$ 217.780,00",39 8525 2019-1
23,6533,2019-1,"R$ 72.501,00",23 6533 2019-1
59,8301,2019-1,"R$ 156.443,00",59 8301 2019-1
21,5299,2011-1,"R$ 29.306,00",21 5299 2011-1
39,7977,2020-1,"R$ 302.664,00",39 7977 2020-1
44,5711,2012-1,"R$ 26.380,00",44 5711 2012-1
43,7631,2017-1,"R$ 54.742,00",43 7631 2017-1
25,6325,2014-1,"R$ 74.765,00",25 6325 2014-1
41,4411,2015-1,"R$ 92.805,00",41 4411 2015-1
41,7980,2019-1,"R$ 112.962,00",41 7980 2019-1
33,8459,2019-3,"R$ 497.603,00",33 8459 2019-3
23,6586,2014-1,"R$ 47.528,00",23 6586 2014-1
26,6433,2014-1,"R$ 65.015,00",26 6433 2014-1
7,5923,2014-1,"R$ 86.537,00",7 5923 2014-1
41,5503,2012-1,"R$ 54.534,00",41 5503 2012-1
41,4335,2016-1,"R$ 174.877,00",41 4335 2016-1
23,5725,2012-1,"R$ 36.215,00",23 5725 2012-1
21,5696,2015-1,"R$ 47.167,00",21 5696 2015-1
56,5081,2017-1,"R$ 157.437,00",56 5081 2017-1
41,4802,2002-3,"R$ 51.199,00",41 4802 2002-3
59,7238,2015-1,"R$ 55.788,00",59 7238 2015-1
29,5897,2018-1,"R$ 242.358,00",29 5897 2018-1
7,7129,2016-1,"R$ 119.285,00",7 7129 2016-1
26,1347,2010-1,"R$ 38.092,00",26 1347 2010-1
43,7167,2017-1,"R$ 46.830,00",43 7167 2017-1
13,6093,2013-1,"R$ 33.942,00",13 6093 2013-1
33,5899,2016-3,"R$ 221.612,00",33 5899 2016-3
59,7466,2018-1,"R$ 154.707,00",59 7466 2018-1
22,6264,2014-1,"R$ 57.042,00",22 6264 2014-1
43,4294,2012-1,"R$ 37.274,00",43 4294 2012-1
56,7214,2019-1,"R$ 98.691,00",56 7214 2019-1
22,7284,2019-1,"R$ 69.513,00",22 7284 2019-1
26,7829,2019-1,"R$ 90.093,00",26 7829 2019-1
48,8580,2017-1,"R$ 71.052,00",48 8580 2017-1
23,7304,2016-1,"R$ 102.666,00",23 7304 2016-1
7,8570,2017-1,"R$ 159.015,00",7 8570 2017-1
13,4847,2013-1,"R$ 32.905,00",13 4847 2013-1
22,6157,2013-1,"R$ 52.940,00",22 6157 2013-1
23,6350,2016-1,"R$ 51.630,00",23 6350 2016-1
23,5466,2012-1,"R$ 49.544,00",23 5466 2012-1
43,7628,2017-1,"R$ 60.660,00",43 7628 2017-1
41,7742,2020-3,"R$ 211.537,00",41 7742 2020-3
29,7760,2016-3,"R$ 135.549,00",29 7760 2016-3
7,5357,2015-1,"R$ 256.112,00",7 5357 2015-1
23,5069,2010-1,"R$ 27.336,00",23 5069 2010-1
56,5194,2016-1,"R$ 87.580,00",56 5194 2016-1
39,6238,2014-1,"R$ 79.310,00",39 6238 2014-1
21,7180,2015-1,"R$ 38.113,00",21 7180 2015-1
48,4388,2016-1,"R$ 37.950,00",48 4388 2016-1
59,7047,2015-1,"R$ 48.367,00",59 7047 2015-1
39,1604,2000-1,"R$ 42.072,00",39 1604 2000-1
56,7407,2016-3,"R$ 211.980,00",56 7407 2016-3
26,5279,2012-1,"R$ 63.878,00",26 5279 2012-1
43,4577,2008-3,"R$ 80.255,00",43 4577 2008-3
34,6299,2018-1,"R$ 307.099,00",34 6299 2018-1
59,2383,2003-1,"R$ 14.280,00",59 2383 2003-1
21,6262,2014-1,"R$ 72.303,00",21 6262 2014-1
22,4790,2010-1,"R$ 24.760,00",22 4790 2010-1
177,5579,2014-1,"R$ 30.710,00",177 5579 2014-1
13,4761,2009-1,"R$ 24.193,00",13 4761 2009-1
22,6169,2014-1,"R$ 89.546,00",22 6169 2014-1
22,8449,2019-1,"R$ 67.816,00",22 8449 2019-1
26,6354,2016-1,"R$ 62.965,00",26 6354 2016-1
23,6106,2018-1,"R$ 65.130,00",23 6106 2018-1
43,6394,2015-3,"R$ 101.659,00",43 6394 2015-3
21,7479,2021-3,"R$ 171.775,00",21 7479 2021-3
21,7732,2017-1,"R$ 42.632,00",21 7732 2017-1
59,8185,2019-1,"R$ 86.821,00",59 8185 2019-1
56,6248,2017-1,"R$ 54.740,00",56 6248 2017-1
44,7104,2015-1,"R$ 50.304,00",44 7104 2015-1
26,7480,2016-1,"R$ 61.387,00",26 7480 2016-1
26,6352,2017-1,"R$ 69.023,00",26 6352 2017-1
23,5893,2017-3,"R$ 163.311,00",23 5893 2017-3
48,4780,2011-1,"R$ 31.444,00",48 4780 2011-1
41,5426,2012-1,"R$ 63.209,00",41 5426 2012-1
22,720,1985-1,"R$ 7.154,00",22 720 1985-1
41,8673,2019-1,"R$ 163.993,00",41 8673 2019-1
23,5723,2013-1,"R$ 37.140,00",23 5723 2013-1
23,1002,2015-1,"R$ 34.167,00",23 1002 2015-1
33,5706,2013-1,"R$ 118.178,00",33 5706 2013-1
59,6941,2016-1,"R$ 74.795,00",59 6941 2016-1
58,8485,2021-3,"R$ 323.961,00",58 8485 2021-3
56,4804,2009-1,"R$ 77.477,00",56 4804 2009-1
59,8370,2019-1,"R$ 216.042,00",59 8370 2019-1
21,7479,2018-3,"R$ 133.709,00",21 7479 2018-3
23,1002,2014-1,"R$ 31.374,00",23 1002 2014-1
26,6437,2014-1,"R$ 54.011,00",26 6437 2014-1
48,7434,2016-1,"R$ 61.105,00",48 7434 2016-1
56,6248,2015-1,"R$ 44.109,00",56 6248 2015-1
25,4629,2014-1,"R$ 92.662,00",25 4629 2014-1
22,6170,2014-3,"R$ 122.621,00",22 6170 2014-3
41,5503,2013-1,"R$ 59.419,00",41 5503 2013-1
56,2254,2002-1,"R$ 32.083,00",56 2254 2002-1
48,8065,2018-1,"R$ 52.859,00",48 8065 2018-1
59,5118,2011-1,"R$ 33.044,00",59 5118 2011-1
23,5888,2013-1,"R$ 84.795,00",23 5888 2013-1
59,7466,2017-1,"R$ 142.163,00",59 7466 2017-1
59,4752,2011-1,"R$ 27.271,00",59 4752 2011-1
59,5476,2012-3,"R$ 91.229,00",59 5476 2012-3
33,5559,2012-3,"R$ 82.975,00",33 5559 2012-3
21,7543,2016-1,"R$ 52.381,00",21 7543 2016-1
21,5272,2013-1,"R$ 34.411,00",21 5272 2013-1
56,2252,2014-3,"R$ 138.492,00",56 2252 2014-3
59,4908,2011-1,"R$ 27.901,00",59 4908 2011-1
21,5926,2013-1,"R$ 37.729,00",21 5926 2013-1
26,5640,2013-1,"R$ 64.731,00",26 5640 2013-1
44,1948,2017-1,"R$ 49.869,00",44 1948 2017-1
26,7546,2018-1,"R$ 55.021,00",26 7546 2018-1
23,4188,2012-1,"R$ 29.862,00",23 4188 2012-1
56,5041,2011-1,"R$ 52.494,00",56 5041 2011-1
22,682,2005-1,"R$ 23.558,00",22 682 2005-1
56,7405,2016-3,"R$ 183.857,00",56 7405 2016-3
26,6696,2014-1,"R$ 53.759,00",26 6696 2014-1
23,1031,2009-1,"R$ 18.743,00",23 1031 2009-1
56,5041,2017-1,"R$ 88.144,00",56 5041 2017-1
48,6214,2013-1,"R$ 48.488,00",48 6214 2013-1
21,4970,2016-1,"R$ 69.532,00",21 4970 2016-1
21,5618,2015-1,"R$ 73.314,00",21 5618 2015-1
22,6429,2014-1,"R$ 31.669,00",22 6429 2014-1
21,5721,2017-1,"R$ 41.316,00",21 5721 2017-1
31,5249,2011-1,"R$ 56.613,00",31 5249 2011-1
43,5692,2015-1,"R$ 41.120,00",43 5692 2015-1
13,4399,2008-1,"R$ 22.596,00",13 4399 2008-1
23,7034,2017-1,"R$ 128.233,00",23 7034 2017-1
22,807,2013-1,"R$ 41.302,00",22 807 2013-1
31,4977,2010-1,"R$ 41.725,00",31 4977 2010-1
23,6101,2013-3,"R$ 106.430,00",23 6101 2013-3
23,5896,2017-3,"R$ 175.819,00",23 5896 2017-3
59,5118,2010-1,"R$ 30.632,00",59 5118 2010-1
59,5585,2013-3,"R$ 93.896,00",59 5585 2013-3
26,1344,2008-1,"R$ 32.821,00",26 1344 2008-1
41,4803,2015-3,"R$ 184.418,00",41 4803 2015-3
22,6264,2015-1,"R$ 61.746,00",22 6264 2015-1
177,5499,2012-1,"R$ 20.930,00",177 5499 2012-1
43,5709,2014-1,"R$ 40.467,00",43 5709 2014-1
13,6579,2015-1,"R$ 50.304,00",13 6579 2015-1
48,7851,2019-1,"R$ 58.105,00",48 7851 2019-1
39,3938,2006-1,"R$ 41.753,00",39 3938 2006-1
26,4384,2010-1,"R$ 49.515,00",26 4384 2010-1
39,5307,2014-1,"R$ 89.861,00",39 5307 2014-1
23,4768,2012-1,"R$ 26.986,00",23 4768 2012-1
25,4976,2013-1,"R$ 48.636,00",25 4976 2013-1
12,276,2008-1,"R$ 31.635,00",12 276 2008-1
23,1056,2001-1,"R$ 11.490,00",23 1056 2001-1
41,4066,2011-3,"R$ 70.199,00",41 4066 2011-3
26,5638,2012-1,"R$ 59.652,00",26 5638 2012-1
6,5496,2012-1,"R$ 62.440,00",6 5496 2012-1
17,389,2001-1,"R$ 33.533,00",17 389 2001-1
23,1118,2004-1,"R$ 28.761,00",23 1118 2004-1
23,4769,2011-1,"R$ 28.317,00",23 4769 2011-1
56,5907,2015-1,"R$ 123.875,00",56 5907 2015-1
21,8947,2021-1,"R$ 90.120,00",21 8947 2021-1
21,649,2004-2,"R$ 10.863,00",21 649 2004-2
59,4754,2015-1,"R$ 43.452,00",59 4754 2015-1
44,7204,2017-1,"R$ 65.821,00",44 7204 2017-1
21,5361,2015-1,"R$ 40.315,00",21 5361 2015-1
21,5926,2016-1,"R$ 45.279,00",21 5926 2016-1
22,684,2007-1,"R$ 28.440,00",22 684 2007-1
59,2554,2008-1,"R$ 31.243,00",59 2554 2008-1
59,4523,2009-1,"R$ 38.124,00",59 4523 2009-1
21,594,2005-1,"R$ 18.893,00",21 594 2005-1
21,5026,2017-3,"R$ 136.498,00",21 5026 2017-3
25,1244,2000-1,"R$ 20.372,00",25 1244 2000-1
43,4407,2011-1,"R$ 36.356,00",43 4407 2011-1
23,1023,2003-1,"R$ 14.909,00",23 1023 2003-1
59,4755,2012-1,"R$ 35.854,00",59 4755 2012-1
43,4778,2011-3,"R$ 86.821,00",43 4778 2011-3
25,1260,2006-1,"R$ 28.050,00",25 1260 2006-1
33,5558,2012-3,"R$ 78.892,00",33 5558 2012-3
59,2368,2005-1,"R$ 26.142,00",59 2368 2005-1
23,956,2006-1,"R$ 25.043,00",23 956 2006-1
26,6438,2014-1,"R$ 51.230,00",26 6438 2014-1
26,5071,2011-1,"R$ 38.588,00",26 5071 2011-1
13,4846,2010-1,"R$ 25.026,00",13 4846 2010-1
59,5940,2013-3,"R$ 113.965,00",59 5940 2013-3
22,798,2012-1,"R$ 37.494,00",22 798 2012-1
21,5023,2014-3,"R$ 87.051,00",21 5023 2014-3
21,5341,2014-1,"R$ 36.501,00",21 5341 2014-1
13,5338,2012-1,"R$ 33.217,00",13 5338 2012-1
56,2225,2009-1,"R$ 51.472,00",56 2225 2009-1
48,5671,2015-1,"R$ 52.477,00",48 5671 2015-1
26,1344,2010-1,"R$ 36.416,00",26 1344 2010-1
25,1270,2001-1,"R$ 24.995,00",25 1270 2001-1
41,6240,2015-3,"R$ 136.319,00",41 6240 2015-3
23,5723,2014-1,"R$ 38.141,00",23 5723 2014-1
43,4405,2009-1,"R$ 29.717,00",43 4405 2009-1
23,5416,2015-1,"R$ 44.995,00",23 5416 2015-1
22,4514,2012-1,"R$ 22.632,00",22 4514 2012-1
21,5241,2014-1,"R$ 31.255,00",21 5241 2014-1
25,1275,2009-1,"R$ 39.725,00",25 1275 2009-1
21,4750,2009-1,"R$ 26.854,00",21 4750 2009-1
56,3977,2010-1,"R$ 54.493,00",56 3977 2010-1
41,5735,2014-1,"R$ 60.049,00",41 5735 2014-1
31,4476,2010-3,"R$ 63.119,00",31 4476 2010-3
59,6941,2017-1,"R$ 81.812,00",59 6941 2017-1
21,5483,2014-1,"R$ 27.297,00",21 5483 2014-1
23,5896,2013-3,"R$ 125.812,00",23 5896 2013-3
59,4754,2018-1,"R$ 53.890,00",59 4754 2018-1
23,5896,2018-3,"R$ 185.709,00",23 5896 2018-3
21,506,2015-1,"R$ 32.650,00",21 506 2015-1
59,6280,2014-1,"R$ 29.799,00",59 6280 2014-1
208,9693,2021-3,"R$ 214.429,00",208 9693 2021-3
44,4721,2009-1,"R$ 18.612,00",44 4721 2009-1
56,2248,2003-3,"R$ 46.531,00",56 2248 2003-3
25,4630,2011-1,"R$ 52.918,00",25 4630 2011-1
47,1983,2006-1,"R$ 82.231,00",47 1983 2006-1
22,4789,2011-1,"R$ 26.484,00",22 4789 2011-1
44,6493,2014-1,"R$ 50.648,00",44 6493 2014-1
44,4718,2009-1,"R$ 17.725,00",44 4718 2009-1
26,5280,2011-1,"R$ 60.357,00",26 5280 2011-1
56,2243,2009-3,"R$ 94.416,00",56 2243 2009-3
21,645,2012-1,"R$ 24.262,00",21 645 2012-1
22,6423,2014-1,"R$ 41.365,00",22 6423 2014-1
26,1292,2001-1,"R$ 15.866,00",26 1292 2001-1
56,2259,2013-3,"R$ 152.614,00",56 2259 2013-3
23,1003,2005-1,"R$ 14.082,00",23 1003 2005-1
22,798,2009-1,"R$ 30.297,00",22 798 2009-1
22,6915,2015-1,"R$ 40.315,00",22 6915 2015-1
7,8946,2021-1,"R$ 227.406,00",7 8946 2021-1
23,9044,2022-1,"R$ 107.982,00",23 9044 2022-1
48,7377,2017-1,"R$ 75.254,00",48 7377 2017-1
56,5194,2014-1,"R$ 69.275,00",56 5194 2014-1
22,7590,2022-3,"R$ 222.217,00",22 7590 2022-3
13,9586,2021-1,"R$ 96.137,00",13 9586 2021-1
33,9771,2022-3,"R$ 603.745,00",33 9771 2022-3
25,7692,2020-1,"R$ 124.322,00",25 7692 2020-1
23,8747,2021-3,"R$ 314.612,00",23 8747 2021-3
56,7407,2021-3,"R$ 305.762,00",56 7407 2021-3
41,1772,2008-1,"R$ 40.607,00",41 1772 2008-1
6,112,1997-1,"R$ 17.525,00",6 112 1997-1
22,813,2005-1,"R$ 11.576,00",22 813 2005-1
21,8202,2021-1,"R$ 92.795,00",21 8202 2021-1
56,9328,2023-1,"R$ 194.521,00",56 9328 2023-1
59,4689,2009-1,"R$ 24.299,00",59 4689 2009-1
23,1170,2007-3,"R$ 65.783,00",23 1170 2007-3
23,1165,2016-1,"R$ 95.491,00",23 1165 2016-1
56,8716,2020-1,"R$ 251.529,00",56 8716 2020-1
59,4754,2017-1,"R$ 51.556,00",59 4754 2017-1
48,7844,2018-1,"R$ 46.550,00",48 7844 2018-1
23,8825,2022-1,"R$ 91.536,00",23 8825 2022-1
7,4331,2008-1,"R$ 82.013,00",7 4331 2008-1
7,167,1998-1,"R$ 34.394,00",7 167 1998-1
26,7859,2019-1,"R$ 104.455,00",26 7859 2019-1
59,4690,2010-1,"R$ 27.264,00",59 4690 2010-1
23,8823,2022-1,"R$ 99.106,00",23 8823 2022-1
23,3969,2009-1,"R$ 29.007,00",23 3969 2009-1
59,8184,2021-1,"R$ 77.449,00",59 8184 2021-1
28,8286,2019-1,"R$ 291.055,00",28 8286 2019-1
21,8200,2022-1,"R$ 80.361,00",21 8200 2022-1
13,4159,2006-1,"R$ 21.112,00",13 4159 2006-1
41,8968,2021-1,"R$ 155.978,00",41 8968 2021-1
59,4147,2009-1,"R$ 38.617,00",59 4147 2009-1
26,7835,2019-1,"R$ 135.952,00",26 7835 2019-1
59,6941,2020-1,"R$ 90.230,00",59 6941 2020-1
21,558,2007-1,"R$ 23.514,00",21 558 2007-1
22,5668,2017-1,"R$ 51.366,00",22 5668 2017-1
6,4330,2017-1,"R$ 274.175,00",6 4330 2017-1
55,7814,2021-1,"R$ 150.137,00",55 7814 2021-1
23,8823,2023-1,"R$ 104.573,00",23 8823 2023-1
44,4718,2012-1,"R$ 21.868,00",44 4718 2012-1
33,1457,2002-3,"R$ 98.779,00",33 1457 2002-3
23,8889,2021-1,"R$ 78.182,00",23 8889 2021-1
23,8950,2022-1,"R$ 80.881,00",23 8950 2022-1
33,5705,2012-1,"R$ 112.398,00",33 5705 2012-1
22,6165,2013-1,"R$ 82.517,00",22 6165 2013-1
21,5241,2012-1,"R$ 27.303,00",21 5241 2012-1
33,8099,2018-1,"R$ 454.570,00",33 8099 2018-1
54,8357,2019-1,"R$ 137.381,00",54 8357 2019-1
26,6327,2017-1,"R$ 65.688,00",26 6327 2017-1
26,1333,2011-1,"R$ 50.474,00",26 1333 2011-1
48,9667,2022-1,"R$ 72.250,00",48 9667 2022-1
56,6249,2017-1,"R$ 56.780,00",56 6249 2017-1
23,7792,2019-1,"R$ 91.329,00",23 7792 2019-1
55,6074,2021-1,"R$ 110.223,00",55 6074 2021-1
25,4971,2016-1,"R$ 70.623,00",25 4971 2016-1
41,8674,2020-3,"R$ 304.646,00",41 8674 2020-3
21,9112,2021-1,"R$ 106.613,00",21 9112 2021-1
23,8892,2022-1,"R$ 90.175,00",23 8892 2022-1
33,7354,2015-1,-1,33 7354 2015-1
41,4122,2012-3,"R$ 66.644,00",41 4122 2012-3
59,8532,2022-3,"R$ 315.521,00",59 8532 2022-3
25,4630,2009-1,"R$ 46.600,00",25 4630 2009-1
7,5268,2010-1,"R$ 114.542,00",7 5268 2010-1
21,7476,2018-3,"R$ 119.549,00",21 7476 2018-3
25,4975,2020-1,"R$ 91.328,00",25 4975 2020-1
21,9110,2022-1,"R$ 96.134,00",21 9110 2022-1
39,7508,2017-1,"R$ 249.680,00",39 7508 2017-1
43,7623,2020-1,"R$ 70.150,00",43 7623 2020-1
23,8988,2022-1,"R$ 70.593,00",23 8988 2022-1
23,3969,2008-1,"R$ 25.951,00",23 3969 2008-1
29,7306,2017-1,"R$ 75.854,00",29 7306 2017-1
39,7958,2019-1,"R$ 176.845,00",39 7958 2019-1
59,8943,2020-1,"R$ 215.588,00",59 8943 2020-1
48,9064,2023-1,"R$ 96.707,00",48 9064 2023-1
57,9065,2021-3,"R$ 238.629,00",57 9065 2021-3
21,9194,2022-1,"R$ 94.570,00",21 9194 2022-1
22,8005,2020-1,"R$ 83.512,00",22 8005 2020-1
7,152,2009-1,"R$ 54.287,00",7 152 2009-1
56,6332,2021-1,"R$ 182.065,00",56 6332 2021-1
59,8426,2021-1,"R$ 80.954,00",59 8426 2021-1
21,7097,2015-1,"R$ 102.679,00",21 7097 2015-1
21,5536,2020-1,"R$ 79.373,00",21 5536 2020-1
21,7968,2018-1,"R$ 72.941,00",21 7968 2018-1
56,8365,2019-1,"R$ 89.809,00",56 8365 2019-1
56,7407,2020-3,"R$ 279.554,00",56 7407 2020-3
23,5893,2020-3,"R$ 190.432,00",23 5893 2020-3
7,7116,2015-1,"R$ 344.359,00",7 7116 2015-1
6,7537,2016-1,"R$ 139.212,00",6 7537 2016-1
59,7077,2017-1,"R$ 59.928,00",59 7077 2017-1
56,9328,2022-1,"R$ 188.854,00",56 9328 2022-1
48,7850,2017-1,"R$ 52.823,00",48 7850 2017-1
21,5925,2021-1,"R$ 60.769,00",21 5925 2021-1
56,4906,2017-1,"R$ 190.021,00",56 4906 2017-1
56,8111,2019-1,-1,56 8111 2019-1
55,5006,2013-1,"R$ 43.346,00",55 5006 2013-1
7,195,2007-1,"R$ 58.702,00",7 195 2007-1
59,8300,2018-1,"R$ 144.951,00",59 8300 2018-1
56,2285,2002-1,"R$ 29.338,00",56 2285 2002-1
43,1781,2008-1,"R$ 158.377,00",43 1781 2008-1
23,5415,2012-1,"R$ 193.389,00",23 5415 2012-1
44,7554,2019-1,"R$ 64.192,00",44 7554 2019-1
25,6779,2016-1,"R$ 69.612,00",25 6779 2016-1
26,1330,2004-1,"R$ 13.651,00",26 1330 2004-1
23,8824,2020-1,"R$ 77.140,00",23 8824 2020-1
22,6423,2015-1,"R$ 44.449,00",22 6423 2015-1
56,8362,2020-1,"R$ 84.554,00",56 8362 2020-1
41,7621,2018-3,"R$ 183.750,00",41 7621 2018-3
21,601,2005-1,"R$ 23.592,00",21 601 2005-1
43,7887,2019-3,"R$ 204.538,00",43 7887 2019-3
59,8996,2020-1,"R$ 117.273,00",59 8996 2020-1
31,4141,2017-1,"R$ 54.275,00",31 4141 2017-1
31,5418,2017-1,"R$ 127.338,00",31 5418 2017-1
43,7887,2018-3,"R$ 174.616,00",43 7887 2018-3
56,5081,2019-1,"R$ 182.120,00",56 5081 2019-1
21,8200,2018-1,"R$ 64.060,00",21 8200 2018-1
23,6533,2018-1,"R$ 68.020,00",23 6533 2018-1
23,5415,2011-1,"R$ 188.121,00",23 5415 2011-1
25,5373,2019-1,"R$ 72.971,00",25 5373 2019-1
56,7405,2019-3,"R$ 218.309,00",56 7405 2019-3
31,5249,2018-1,"R$ 150.228,00",31 5249 2018-1
26,5931,2017-1,"R$ 95.785,00",26 5931 2017-1
56,4091,2019-1,"R$ 195.186,00",56 4091 2019-1
21,4828,2013-1,"R$ 28.406,00",21 4828 2013-1
21,5927,2016-1,"R$ 45.854,00",21 5927 2016-1
21,6318,2014-1,"R$ 44.189,00",21 6318 2014-1
21,5022,2014-3,"R$ 81.332,00",21 5022 2014-3
48,2035,2001-1,"R$ 12.525,00",48 2035 2001-1
58,5561,2012-1,"R$ 65.558,00",58 5561 2012-1
23,6349,2016-1,"R$ 48.146,00",23 6349 2016-1
33,8092,2018-1,"R$ 461.935,00",33 8092 2018-1
59,5983,2014-1,"R$ 48.736,00",59 5983 2014-1
23,7792,2018-1,"R$ 88.154,00",23 7792 2018-1
22,6424,2013-1,"R$ 38.615,00",22 6424 2013-1
26,5398,2013-1,"R$ 74.824,00",26 5398 2013-1
7,4745,2012-1,"R$ 152.546,00",7 4745 2012-1
59,8532,2020-3,"R$ 268.389,00",59 8532 2020-3
26,6436,2017-1,"R$ 62.140,00",26 6436 2017-1
43,4405,2008-1,"R$ 24.721,00",43 4405 2008-1
48,7928,2017-1,"R$ 68.641,00",48 7928 2017-1
