Ano,CodAno,Modelo,CodModelo,Marca,CodMarca
2017 Gasolina,2017-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2016 Gasolina,2016-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2015 Gasolina,2015-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2014 Gasolina,2014-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2013 Gasolina,2013-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2012 Gasolina,2012-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2011 Gasolina,2011-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2010 Gasolina,2010-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2009 Gasolina,2009-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2008 Gasolina,2008-1,X6 XDRIVE 35I 3.0 306CV BI-TURBO,4745,BMW,7
2019 Gasolina,2019-1,ARRIZO 5E (ELÉTRICO),9299,CAOA CHERY,161
32000 Gasolina,32000-1,ARRIZO 6 GSX 1.5 TURBO FLEX AUT.,9106,CAOA CHERY,161
2022 Gasolina,2022-1,ARRIZO 6 GSX 1.5 TURBO FLEX AUT.,9106,CAOA CHERY,161
2021 Gasolina,2021-1,ARRIZO 6 GSX 1.5 TURBO FLEX AUT.,9106,CAOA CHERY,161
32000 Gasolina,32000-1,TIGGO 2 ACT 1.5 16V FLEX AUT.5P,8339,CAOA CHERY,161
2022 Gasolina,2022-1,TIGGO 2 ACT 1.5 16V FLEX AUT.5P,8339,CAOA CHERY,161
2021 Gasolina,2021-1,TIGGO 2 ACT 1.5 16V FLEX AUT.5P,8339,CAOA CHERY,161
2020 Gasolina,2020-1,TIGGO 2 ACT 1.5 16V FLEX AUT.5P,8339,CAOA CHERY,161
2019 Gasolina,2019-1,TIGGO 2 ACT 1.5 16V FLEX AUT.5P,8339,CAOA CHERY,161
32000 Gasolina,32000-1,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,8340,CAOA CHERY,161
2022 Gasolina,2022-1,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,8340,CAOA CHERY,161
2021 Gasolina,2021-1,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,8340,CAOA CHERY,161
2020 Gasolina,2020-1,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,8340,CAOA CHERY,161
2019 Gasolina,2019-1,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,8340,CAOA CHERY,161
32000 Gasolina,32000-1,TIGGO 2 LOOK 1.5 16V FLEX MEC. 5P,8279,CAOA CHERY,161
2022 Gasolina,2022-1,TIGGO 2 LOOK 1.5 16V FLEX MEC. 5P,8279,CAOA CHERY,161
2021 Gasolina,2021-1,TIGGO 2 LOOK 1.5 16V FLEX MEC. 5P,8279,CAOA CHERY,161
2020 Gasolina,2020-1,TIGGO 2 LOOK 1.5 16V FLEX MEC. 5P,8279,CAOA CHERY,161
2019 Gasolina,2019-1,TIGGO 2 LOOK 1.5 16V FLEX MEC. 5P,8279,CAOA CHERY,161
32000 Gasolina,32000-1,TIGGO 5X PRO 1.5 TURBO FLEX AUT.,9749,CAOA CHERY,161
2023 Gasolina,2023-1,TIGGO 5X PRO 1.5 TURBO FLEX AUT.,9749,CAOA CHERY,161
2022 Gasolina,2022-1,TIGGO 5X T 1.5 16V TURBO FLEX AUT.,8571,CAOA CHERY,161
2021 Gasolina,2021-1,TIGGO 5X T 1.5 16V TURBO FLEX AUT.,8571,CAOA CHERY,161
2020 Gasolina,2020-1,TIGGO 5X T 1.5 16V TURBO FLEX AUT.,8571,CAOA CHERY,161
2019 Gasolina,2019-1,TIGGO 5X T 1.5 16V TURBO FLEX AUT.,8571,CAOA CHERY,161
32000 Gasolina,32000-1,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,8572,CAOA CHERY,161
2022 Gasolina,2022-1,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,8572,CAOA CHERY,161
2021 Gasolina,2021-1,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,8572,CAOA CHERY,161
2020 Gasolina,2020-1,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,8572,CAOA CHERY,161
2019 Gasolina,2019-1,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,8572,CAOA CHERY,161
2021 Gasolina,2021-1,TIGGO 7 T 1.5 16V TURBO FLEX AUT.,8586,CAOA CHERY,161
2020 Gasolina,2020-1,TIGGO 7 T 1.5 16V TURBO FLEX AUT.,8586,CAOA CHERY,161
2019 Gasolina,2019-1,TIGGO 7 T 1.5 16V TURBO FLEX AUT.,8586,CAOA CHERY,161
32000 Gasolina,32000-1,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.,8587,CAOA CHERY,161
2022 Gasolina,2022-1,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.,8587,CAOA CHERY,161
2021 Gasolina,2021-1,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.,8587,CAOA CHERY,161
2020 Gasolina,2020-1,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.,8587,CAOA CHERY,161
2019 Gasolina,2019-1,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.,8587,CAOA CHERY,161
32000 Gasolina,32000-1,TIGGO 8 TXS 1.6 16V TGDI AUT.,9162,CAOA CHERY,161
2023 Gasolina,2023-1,TIGGO 8 TXS 1.6 16V TGDI AUT.,9162,CAOA CHERY,161
2022 Gasolina,2022-1,TIGGO 8 TXS 1.6 16V TGDI AUT.,9162,CAOA CHERY,161
2021 Gasolina,2021-1,TIGGO 8 TXS 1.6 16V TGDI AUT.,9162,CAOA CHERY,161
2019 Gasolina,2019-1,TIGGO 8 TXS 1.6 16V TGDI AUT.,9162,CAOA CHERY,161
2009 Gasolina,2009-1,300 C 3.5 V6 249CV,4528,CHRYSLER,12
2008 Gasolina,2008-1,300 C 3.5 V6 249CV,4528,CHRYSLER,12
2007 Gasolina,2007-1,300 C 3.5 V6 249CV,4528,CHRYSLER,12
2009 Gasolina,2009-1,PT CRUISER LIMITED 2.4 16V 143CV 4P,276,CHRYSLER,12
2008 Gasolina,2008-1,PT CRUISER LIMITED 2.4 16V 143CV 4P,276,CHRYSLER,12
2007 Gasolina,2007-1,PT CRUISER LIMITED 2.4 16V 143CV 4P,276,CHRYSLER,12
2006 Gasolina,2006-1,PT CRUISER LIMITED 2.4 16V 143CV 4P,276,CHRYSLER,12
2005 Gasolina,2005-1,PT CRUISER LIMITED 2.4 16V 143CV 4P,276,CHRYSLER,12
2017 Gasolina,2017-1,AIRCROSS BUSINESS 1.6 FLEX 16V 5P MEC.,8045,CITROËN,13
2012 Gasolina,2012-1,AIRCROSS GL 1.6 FLEX 16V 5P MEC.,5338,CITROËN,13
2011 Gasolina,2011-1,AIRCROSS GL 1.6 FLEX 16V 5P MEC.,5338,CITROËN,13
2014 Gasolina,2014-1,AIRCROSS GLX 1.6 FLEX 16V 5P AUT.,5610,CITROËN,13
2013 Gasolina,2013-1,AIRCROSS GLX 1.6 FLEX 16V 5P AUT.,5610,CITROËN,13
2012 Gasolina,2012-1,AIRCROSS GLX 1.6 FLEX 16V 5P AUT.,5610,CITROËN,13
2011 Gasolina,2011-1,AIRCROSS GLX 1.6 FLEX 16V 5P AUT.,5610,CITROËN,13
2018 Gasolina,2018-1,AIRCROSS LIVE 1.5 FLEX 8V 5P MEC.,7422,CITROËN,13
2017 Gasolina,2017-1,AIRCROSS LIVE 1.5 FLEX 8V 5P MEC.,7422,CITROËN,13
2016 Gasolina,2016-1,AIRCROSS LIVE 1.5 FLEX 8V 5P MEC.,7422,CITROËN,13
2015 Gasolina,2015-1,AIRCROSS TENDANCE 1.6 FLEX 16V 5P AUT.,6770,CITROËN,13
2015 Gasolina,2015-1,AIRCROSS TENDANCE 1.6 FLEX 16V 5P MEC.,6771,CITROËN,13
2017 Gasolina,2017-1,C3 ATTRA/ORIGINE PACK 1.5 FLEX 8V 5P MEC,6835,CITROËN,13
2016 Gasolina,2016-1,C3 ATTRA/ORIGINE PACK 1.5 FLEX 8V 5P MEC,6835,CITROËN,13
2015 Gasolina,2015-1,C3 ATTRA/ORIGINE PACK 1.5 FLEX 8V 5P MEC,6835,CITROËN,13
2012 Gasolina,2012-1,C3 EXCL./EXCL.SOLAR./SONORA 1.6 FLEX AUT,4761,CITROËN,13
2011 Gasolina,2011-1,C3 EXCL./EXCL.SOLAR./SONORA 1.6 FLEX AUT,4761,CITROËN,13
2010 Gasolina,2010-1,C3 EXCL./EXCL.SOLAR./SONORA 1.6 FLEX AUT,4761,CITROËN,13
2009 Gasolina,2009-1,C3 EXCL./EXCL.SOLAR./SONORA 1.6 FLEX AUT,4761,CITROËN,13
2008 Gasolina,2008-1,C3 EXCL./EXCL.SOLAR./SONORA 1.6 FLEX AUT,4761,CITROËN,13
2012 Gasolina,2012-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2011 Gasolina,2011-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2010 Gasolina,2010-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2009 Gasolina,2009-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2008 Gasolina,2008-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2007 Gasolina,2007-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2006 Gasolina,2006-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2005 Gasolina,2005-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2004 Gasolina,2004-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2003 Gasolina,2003-1,C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,290,CITROËN,13
2010 Gasolina,2010-1,C3 GLX 1.6 FLEX 16V 5P  AUT.,4762,CITROËN,13
2009 Gasolina,2009-1,C3 GLX 1.6 FLEX 16V 5P  AUT.,4762,CITROËN,13
2017 Gasolina,2017-1,C3 ORIGINE 1.5 FLEX 8V 5P MEC.,6154,CITROËN,13
2016 Gasolina,2016-1,C3 ORIGINE 1.5 FLEX 8V 5P MEC.,6154,CITROËN,13
2015 Gasolina,2015-1,C3 ORIGINE 1.5 FLEX 8V 5P MEC.,6154,CITROËN,13
2014 Gasolina,2014-1,C3 ORIGINE 1.5 FLEX 8V 5P MEC.,6154,CITROËN,13
2013 Gasolina,2013-1,C3 ORIGINE 1.5 FLEX 8V 5P MEC.,6154,CITROËN,13
2012 Gasolina,2012-1,C3 ORIGINE 1.5 FLEX 8V 5P MEC.,6154,CITROËN,13
2020 Gasolina,2020-1,C3 ORIGINE PURE TECH 1.2 FLEX 12V MEC,7586,CITROËN,13
2019 Gasolina,2019-1,C3 ORIGINE PURE TECH 1.2 FLEX 12V MEC,7586,CITROËN,13
2018 Gasolina,2018-1,C3 ORIGINE PURE TECH 1.2 FLEX 12V MEC,7586,CITROËN,13
2017 Gasolina,2017-1,C3 ORIGINE PURE TECH 1.2 FLEX 12V MEC,7586,CITROËN,13
2015 Gasolina,2015-1,C3 PICASSO EXCL. 1.6 FLEX 16V 5P AUT.,5611,CITROËN,13
2014 Gasolina,2014-1,C3 PICASSO EXCL. 1.6 FLEX 16V 5P AUT.,5611,CITROËN,13
2013 Gasolina,2013-1,C3 PICASSO EXCL. 1.6 FLEX 16V 5P AUT.,5611,CITROËN,13
2012 Gasolina,2012-1,C3 PICASSO EXCL. 1.6 FLEX 16V 5P AUT.,5611,CITROËN,13
2012 Gasolina,2012-1,C3 PICASSO GL 1.6 FLEX 16V 5P MEC.,5552,CITROËN,13
2011 Gasolina,2011-1,C3 PICASSO GL 1.6 FLEX 16V 5P MEC.,5552,CITROËN,13
2014 Gasolina,2014-1,C3 PICASSO GLX 1.5 FLEX 8V 5P MEC.,6093,CITROËN,13
2013 Gasolina,2013-1,C3 PICASSO GLX 1.5 FLEX 8V 5P MEC.,6093,CITROËN,13
2012 Gasolina,2012-1,C3 XTR 1.4 FLEX 8V 5P,4302,CITROËN,13
2011 Gasolina,2011-1,C3 XTR 1.4 FLEX 8V 5P,4302,CITROËN,13
2010 Gasolina,2010-1,C3 XTR 1.4 FLEX 8V 5P,4302,CITROËN,13
2009 Gasolina,2009-1,C3 XTR 1.4 FLEX 8V 5P,4302,CITROËN,13
2008 Gasolina,2008-1,C3 XTR 1.4 FLEX 8V 5P,4302,CITROËN,13
2007 Gasolina,2007-1,C3 XTR 1.4 FLEX 8V 5P,4302,CITROËN,13
2011 Gasolina,2011-1,C3 XTR 1.6 FLEX 16V 5P,4054,CITROËN,13
2010 Gasolina,2010-1,C3 XTR 1.6 FLEX 16V 5P,4054,CITROËN,13
2009 Gasolina,2009-1,C3 XTR 1.6 FLEX 16V 5P,4054,CITROËN,13
2008 Gasolina,2008-1,C3 XTR 1.6 FLEX 16V 5P,4054,CITROËN,13
2007 Gasolina,2007-1,C3 XTR 1.6 FLEX 16V 5P,4054,CITROËN,13
2006 Gasolina,2006-1,C3 XTR 1.6 FLEX 16V 5P,4054,CITROËN,13
32000 Gasolina,32000-1,C4 CACTUS FEEL 1.6 16V FLEX AUT.,8466,CITROËN,13
2022 Gasolina,2022-1,C4 CACTUS FEEL 1.6 16V FLEX AUT.,8466,CITROËN,13
2021 Gasolina,2021-1,C4 CACTUS FEEL 1.6 16V FLEX AUT.,8466,CITROËN,13
2020 Gasolina,2020-1,C4 CACTUS FEEL 1.6 16V FLEX AUT.,8466,CITROËN,13
2019 Gasolina,2019-1,C4 CACTUS FEEL 1.6 16V FLEX AUT.,8466,CITROËN,13
2021 Gasolina,2021-1,C4 CACTUS FEEL BUS. 1.6 FLEX AUT.,9586,CITROËN,13
2020 Gasolina,2020-1,C4 CACTUS FEEL BUS. 1.6 FLEX AUT.,9586,CITROËN,13
2019 Gasolina,2019-1,C4 CACTUS FEEL BUS. 1.6 FLEX AUT.,9586,CITROËN,13
32000 Gasolina,32000-1,C4 CACTUS FEEL PACK 1.6 16V FLEX AUT.,8469,CITROËN,13
2022 Gasolina,2022-1,C4 CACTUS FEEL PACK 1.6 16V FLEX AUT.,8469,CITROËN,13
2021 Gasolina,2021-1,C4 CACTUS FEEL PACK 1.6 16V FLEX AUT.,8469,CITROËN,13
2020 Gasolina,2020-1,C4 CACTUS FEEL PACK 1.6 16V FLEX AUT.,8469,CITROËN,13
2019 Gasolina,2019-1,C4 CACTUS FEEL PACK 1.6 16V FLEX AUT.,8469,CITROËN,13
32000 Gasolina,32000-1,C4 CACTUS LIVE 1.6 16V FLEX AUT.,9191,CITROËN,13
2022 Gasolina,2022-1,C4 CACTUS LIVE 1.6 16V FLEX AUT.,9191,CITROËN,13
2021 Gasolina,2021-1,C4 CACTUS LIVE 1.6 16V FLEX AUT.,9191,CITROËN,13
2013 Gasolina,2013-1,C4 GLX 1.6 FLEX 16V 5P MEC.,4846,CITROËN,13
2012 Gasolina,2012-1,C4 GLX 1.6 FLEX 16V 5P MEC.,4846,CITROËN,13
2011 Gasolina,2011-1,C4 GLX 1.6 FLEX 16V 5P MEC.,4846,CITROËN,13
2010 Gasolina,2010-1,C4 GLX 1.6 FLEX 16V 5P MEC.,4846,CITROËN,13
2009 Gasolina,2009-1,C4 GLX 1.6 FLEX 16V 5P MEC.,4846,CITROËN,13
2013 Gasolina,2013-1,C4 GLX 2.0 FLEX 16V 5P AUT.,4847,CITROËN,13
2012 Gasolina,2012-1,C4 GLX 2.0 FLEX 16V 5P AUT.,4847,CITROËN,13
2011 Gasolina,2011-1,C4 GLX 2.0 FLEX 16V 5P AUT.,4847,CITROËN,13
2010 Gasolina,2010-1,C4 GLX 2.0 FLEX 16V 5P AUT.,4847,CITROËN,13
2009 Gasolina,2009-1,C4 GLX 2.0 FLEX 16V 5P AUT.,4847,CITROËN,13
2018 Gasolina,2018-1,C4 LOUNGE S 1.6 TURBO FLEX AUT.,7787,CITROËN,13
2017 Gasolina,2017-1,C4 LOUNGE S 1.6 TURBO FLEX AUT.,7787,CITROËN,13
2016 Gasolina,2016-1,C4 LOUNGE TENDANCE 2.0 FLEX 4P AUT.,6578,CITROËN,13
2015 Gasolina,2015-1,C4 LOUNGE TENDANCE 2.0 FLEX 4P AUT.,6578,CITROËN,13
2014 Gasolina,2014-1,C4 LOUNGE TENDANCE 2.0 FLEX 4P AUT.,6578,CITROËN,13
2016 Gasolina,2016-1,C4 LOUNGE TENDANCE 2.0 FLEX 4P MEC.,6579,CITROËN,13
2015 Gasolina,2015-1,C4 LOUNGE TENDANCE 2.0 FLEX 4P MEC.,6579,CITROËN,13
2014 Gasolina,2014-1,C4 LOUNGE TENDANCE 2.0 FLEX 4P MEC.,6579,CITROËN,13
2013 Gasolina,2013-1,C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,4397,CITROËN,13
2012 Gasolina,2012-1,C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,4397,CITROËN,13
2011 Gasolina,2011-1,C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,4397,CITROËN,13
2010 Gasolina,2010-1,C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,4397,CITROËN,13
2009 Gasolina,2009-1,C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,4397,CITROËN,13
2008 Gasolina,2008-1,C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,4397,CITROËN,13
2007 Gasolina,2007-1,C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,4397,CITROËN,13
2013 Gasolina,2013-1,C4 PALLAS GLX 2.0/ 2.0 FLEX AUT.,4399,CITROËN,13
2012 Gasolina,2012-1,C4 PALLAS GLX 2.0/ 2.0 FLEX AUT.,4399,CITROËN,13
2011 Gasolina,2011-1,C4 PALLAS GLX 2.0/ 2.0 FLEX AUT.,4399,CITROËN,13
2010 Gasolina,2010-1,C4 PALLAS GLX 2.0/ 2.0 FLEX AUT.,4399,CITROËN,13
2009 Gasolina,2009-1,C4 PALLAS GLX 2.0/ 2.0 FLEX AUT.,4399,CITROËN,13
2008 Gasolina,2008-1,C4 PALLAS GLX 2.0/ 2.0 FLEX AUT.,4399,CITROËN,13
2007 Gasolina,2007-1,C4 PALLAS GLX 2.0/ 2.0 FLEX AUT.,4399,CITROËN,13
2014 Gasolina,2014-1,C4 PICASSO/PIC. LA LUNA 2.0 16V  AUT.,4824,CITROËN,13
2013 Gasolina,2013-1,C4 PICASSO/PIC. LA LUNA 2.0 16V  AUT.,4824,CITROËN,13
2012 Gasolina,2012-1,C4 PICASSO/PIC. LA LUNA 2.0 16V  AUT.,4824,CITROËN,13
2011 Gasolina,2011-1,C4 PICASSO/PIC. LA LUNA 2.0 16V  AUT.,4824,CITROËN,13
2010 Gasolina,2010-1,C4 PICASSO/PIC. LA LUNA 2.0 16V  AUT.,4824,CITROËN,13
2009 Gasolina,2009-1,C4 PICASSO/PIC. LA LUNA 2.0 16V  AUT.,4824,CITROËN,13
2009 Gasolina,2009-1,C4 VTR 2.0 16V 143CV,4159,CITROËN,13
2008 Gasolina,2008-1,C4 VTR 2.0 16V 143CV,4159,CITROËN,13
2007 Gasolina,2007-1,C4 VTR 2.0 16V 143CV,4159,CITROËN,13
2006 Gasolina,2006-1,C4 VTR 2.0 16V 143CV,4159,CITROËN,13
2005 Gasolina,2005-1,C4 VTR 2.0 16V 143CV,4159,CITROËN,13
32000 Diesel,32000-3,JUMPY VITRÉ 1.6 TURBO DIESEL,9192,CITROËN,13
2022 Diesel,2022-3,JUMPY VITRÉ 1.6 TURBO DIESEL,9192,CITROËN,13
2021 Diesel,2021-3,JUMPY VITRÉ 1.6 TURBO DIESEL,9192,CITROËN,13
2010 Gasolina,2010-1,XSARA PICASSO GLX 2.0 16V  AUT.,348,CITROËN,13
2009 Gasolina,2009-1,XSARA PICASSO GLX 2.0 16V  AUT.,348,CITROËN,13
2008 Gasolina,2008-1,XSARA PICASSO GLX 2.0 16V  AUT.,348,CITROËN,13
2007 Gasolina,2007-1,XSARA PICASSO GLX 2.0 16V  AUT.,348,CITROËN,13
2006 Gasolina,2006-1,XSARA PICASSO GLX 2.0 16V  AUT.,348,CITROËN,13
2005 Gasolina,2005-1,XSARA PICASSO GLX 2.0 16V  AUT.,348,CITROËN,13
2004 Gasolina,2004-1,XSARA PICASSO GLX 2.0 16V  AUT.,348,CITROËN,13
2001 Gasolina,2001-1,DAKOTA 2.5,389,DODGE,17
2000 Gasolina,2000-1,DAKOTA 2.5,389,DODGE,17
1999 Gasolina,1999-1,DAKOTA 2.5,389,DODGE,17
1998 Gasolina,1998-1,DAKOTA 2.5,389,DODGE,17
2018 Gasolina,2018-1,JOURNEY RT  3.6 V6 AUT.,5695,DODGE,17
2017 Gasolina,2017-1,JOURNEY RT  3.6 V6 AUT.,5695,DODGE,17
2015 Gasolina,2015-1,JOURNEY RT  3.6 V6 AUT.,5695,DODGE,17
2014 Gasolina,2014-1,JOURNEY RT  3.6 V6 AUT.,5695,DODGE,17
2013 Gasolina,2013-1,JOURNEY RT  3.6 V6 AUT.,5695,DODGE,17
2012 Gasolina,2012-1,JOURNEY RT  3.6 V6 AUT.,5695,DODGE,17
2011 Gasolina,2011-1,JOURNEY RT  3.6 V6 AUT.,5695,DODGE,17
2011 Gasolina,2011-1,JOURNEY SXT 2.7 V6 185CV AUT.,4732,DODGE,17
2010 Gasolina,2010-1,JOURNEY SXT 2.7 V6 185CV AUT.,4732,DODGE,17
2009 Gasolina,2009-1,JOURNEY SXT 2.7 V6 185CV AUT.,4732,DODGE,17
2015 Gasolina,2015-1,JOURNEY SXT 3.6 V6 AUT.,5694,DODGE,17
2014 Gasolina,2014-1,JOURNEY SXT 3.6 V6 AUT.,5694,DODGE,17
2013 Gasolina,2013-1,JOURNEY SXT 3.6 V6 AUT.,5694,DODGE,17
2012 Gasolina,2012-1,JOURNEY SXT 3.6 V6 AUT.,5694,DODGE,17
2009 Diesel,2009-3,RAM 2500 H.DUTY 5.9 SLT 24V CD 4X4 DIES.,406,DODGE,17
2008 Diesel,2008-3,RAM 2500 H.DUTY 5.9 SLT 24V CD 4X4 DIES.,406,DODGE,17
2007 Diesel,2007-3,RAM 2500 H.DUTY 5.9 SLT 24V CD 4X4 DIES.,406,DODGE,17
2006 Diesel,2006-3,RAM 2500 H.DUTY 5.9 SLT 24V CD 4X4 DIES.,406,DODGE,17
2005 Diesel,2005-3,RAM 2500 H.DUTY 5.9 SLT 24V CD 4X4 DIES.,406,DODGE,17
2004 Diesel,2004-3,RAM 2500 H.DUTY 5.9 SLT 24V CD 4X4 DIES.,406,DODGE,17
2012 Diesel,2012-3,RAM 2500 LARAMIE 6.7 TDI CD 4X4 DIES,5924,DODGE,17
2019 Gasolina,2019-1,K01 PICK-UP CS 1.0 8V 2P,7342,EFFA,147
2018 Gasolina,2018-1,K01 PICK-UP CS 1.0 8V 2P,7342,EFFA,147
2017 Gasolina,2017-1,K01 PICK-UP CS 1.0 8V 2P,7342,EFFA,147
2016 Gasolina,2016-1,K01 PICK-UP CS 1.0 8V 2P,7342,EFFA,147
32000 Gasolina,32000-1,V22 PICK-UP CD 1.3 16V 4P,7345,EFFA,147
2022 Gasolina,2022-1,V22 PICK-UP CD 1.3 16V 4P,7345,EFFA,147
2021 Gasolina,2021-1,V22 PICK-UP CD 1.3 16V 4P,7345,EFFA,147
2020 Gasolina,2020-1,V22 PICK-UP CD 1.3 16V 4P,7345,EFFA,147
2019 Gasolina,2019-1,V22 PICK-UP CD 1.3 16V 4P,7345,EFFA,147
2018 Gasolina,2018-1,V22 PICK-UP CD 1.3 16V 4P,7345,EFFA,147
2017 Gasolina,2017-1,V22 PICK-UP CD 1.3 16V 4P,7345,EFFA,147
2016 Gasolina,2016-1,V22 PICK-UP CD 1.3 16V 4P,7345,EFFA,147
2015 Gasolina,2015-1,500 ABARTH MULTIAIR 1.4 TB 16V 3P,7097,FIAT,21
2014 Gasolina,2014-1,500 ABARTH MULTIAIR 1.4 TB 16V 3P,7097,FIAT,21
2017 Gasolina,2017-1,500 CABRIO DUALOGIC FLEX 1.4 8V,6885,FIAT,21
2015 Gasolina,2015-1,500 CABRIO DUALOGIC FLEX 1.4 8V,6885,FIAT,21
2014 Gasolina,2014-1,500 CABRIO DUALOGIC FLEX 1.4 8V,6885,FIAT,21
2015 Gasolina,2015-1,500 CABRIO/500 COUPE GUCCI/FLEX 1.4 AUT.,6262,FIAT,21
2014 Gasolina,2014-1,500 CABRIO/500 COUPE GUCCI/FLEX 1.4 AUT.,6262,FIAT,21
2013 Gasolina,2013-1,500 CABRIO/500 COUPE GUCCI/FLEX 1.4 AUT.,6262,FIAT,21
2012 Gasolina,2012-1,500 CABRIO/500 COUPE GUCCI/FLEX 1.4 AUT.,6262,FIAT,21
2017 Gasolina,2017-1,500 CULT 1.4 FLEX 8V EVO MEC.,5614,FIAT,21
2015 Gasolina,2015-1,500 CULT 1.4 FLEX 8V EVO MEC.,5614,FIAT,21
2014 Gasolina,2014-1,500 CULT 1.4 FLEX 8V EVO MEC.,5614,FIAT,21
2013 Gasolina,2013-1,500 CULT 1.4 FLEX 8V EVO MEC.,5614,FIAT,21
2012 Gasolina,2012-1,500 CULT 1.4 FLEX 8V EVO MEC.,5614,FIAT,21
2010 Gasolina,2010-1,500 LOUNGE 1.4 16V 100CV  MEC.,5059,FIAT,21
2010 Gasolina,2010-1,500 SPORT 1.4 16V 100CV MEC.,5062,FIAT,21
2009 Gasolina,2009-1,500 SPORT 1.4 16V 100CV MEC.,5062,FIAT,21
2008 Gasolina,2008-1,500 SPORT 1.4 16V 100CV MEC.,5062,FIAT,21
32000 Gasolina,32000-1,ARGO 1.0 6V FLEX.,8315,FIAT,21
2022 Gasolina,2022-1,ARGO 1.0 6V FLEX.,8315,FIAT,21
2021 Gasolina,2021-1,ARGO 1.0 6V FLEX.,8315,FIAT,21
2020 Gasolina,2020-1,ARGO 1.0 6V FLEX.,8315,FIAT,21
2019 Gasolina,2019-1,ARGO 1.0 6V FLEX.,8315,FIAT,21
2018 Gasolina,2018-1,ARGO 1.0 6V FLEX.,8315,FIAT,21
32000 Gasolina,32000-1,ARGO DRIVE 1.0 6V FLEX,7965,FIAT,21
2022 Gasolina,2022-1,ARGO DRIVE 1.0 6V FLEX,7965,FIAT,21
2021 Gasolina,2021-1,ARGO DRIVE 1.0 6V FLEX,7965,FIAT,21
2020 Gasolina,2020-1,ARGO DRIVE 1.0 6V FLEX,7965,FIAT,21
2019 Gasolina,2019-1,ARGO DRIVE 1.0 6V FLEX,7965,FIAT,21
2018 Gasolina,2018-1,ARGO DRIVE 1.0 6V FLEX,7965,FIAT,21
2021 Gasolina,2021-1,ARGO DRIVE 1.3 8V FLEX,7966,FIAT,21
2020 Gasolina,2020-1,ARGO DRIVE 1.3 8V FLEX,7966,FIAT,21
2019 Gasolina,2019-1,ARGO DRIVE 1.3 8V FLEX,7966,FIAT,21
2018 Gasolina,2018-1,ARGO DRIVE 1.3 8V FLEX,7966,FIAT,21
2020 Gasolina,2020-1,ARGO DRIVE GSR 1.3 8V FLEX,7967,FIAT,21
2019 Gasolina,2019-1,ARGO DRIVE GSR 1.3 8V FLEX,7967,FIAT,21
